,run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_total_spots,run_total_bases,run_alias,public_filename,public_size,public_date,public_md5,public_version,public_semantic_name,public_supertype,public_sratoolkit,aws_url,aws_free_egress,aws_access_type,public_url,ncbi_url,ncbi_free_egress,ncbi_access_type,gcp_url,gcp_free_egress,gcp_access_type,experiment_alias,strain,isolate,host,isolation_source,collection_date,geo_loc_name,sample_type,host_tissue_sampled,biosamplemodel,lat_lon,breed,tissue,gold ecosystem classification,cultivar,age,biomaterial_provider,collected_by,biological_replicate,replicate,samp_mat_process,samp_size,ref_biomaterial,rel_to_oxygen,samp_collect_device,ecotype,identified_by,sex,dev_stage,ena-first-public,ena-last-update,external id,insdc center name,insdc first public,insdc last update,insdc status,submitter id,common name,sample name,scientific_name,phenotype,experimental factor: compound,experimental factor: dose,ebi_url,ebi_free_egress,ebi_access_type,broker name,altitude,env_broad_scale,env_local_scale,env_medium,season,type_of_nucleic_acid,arrayexpress-species,sample description,experimental factor: growth condition,experimental factor: stimulus,experimental factor: immunoprecipitate,cell type,developmental stage,genotype,growth condition,indivudal,organism part,progenitor cell type,source_name,treatment,sample_name,elev,env_feature,depth,env_material,env_biome,ena first public,ena last update,insdc center alias,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),investigation type,project name,sequencing method,wastewater/sludge environmental package,cell_line,cell_type,nucleic_acid,sample_timepoint,host_subject_id,isolation source,isol_growth_condt,propagation,number_of_cells,target_molecules,site_name,chlorophyll,conduc,diss_inorg_carb,bacterial_count,samp_volume,min_filter_size,max_filter_size,sequencing_method,sequencing_machine,std_norm_factor,specimen_voucher,source_material_id,sample_number,sample_source,investigation_type,temp,geographic_location,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2,contigs_510
193,SRR6233786,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342186,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 2,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643591,,SAMN07829520,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,24214513,1459497945,24214513,2445665813,Sample_r738s65_hs_rna_sr_Kube_BN_1.fq,Sample_r738s65_hs_rna_sr_Kube_BN_1.fq,6356022883,2020-03-16 14:39:25,43b336df0fa525d081a586ce2519f7e1,1,fastq,Original,0,s3://sra-pub-src-8/SRR6233786/Sample_r738s65_hs_rna_sr_Kube_BN_1.fq,-,Use Cloud Data Delivery,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233786.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233786.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR6233786/SRR6233786.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (100ng/ml, Peprotech), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/006/SRR6233786/SRR6233786.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/006/SRR6233786/SRR6233786.fastq.gz,,,0
194,SRR6233787,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342185,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 3,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643590,,SAMN07829521,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,25339755,1631872832,25339755,2559315255,Sample_r738s45_hs_fq_sr_Kube_AS_1.fq,SRR6233787.sralite,700106515,2020-06-20 10:21:24,5decc91472e8632c0c181508cfd58071,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233787/SRR6233787.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233787.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233787.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR6233787/SRR6233787.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CpG (0.5muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/007/SRR6233787/SRR6233787.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/007/SRR6233787/SRR6233787.fastq.gz,,,0
195,SRR6233788,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342184,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 4,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643589,,SAMN07829522,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,39844186,2607982146,39844186,4024262786,Sample_r738s76_hs_fq_sr_Kube_BY_1.fq,SRR6233788.sralite,1098747293,2020-06-14 00:40:48,c4a07e335999dab77433bc3809635b28,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233788/SRR6233788.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233788.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233788.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233788/SRR6233788.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26 ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.1muM, ODN2006, Invivogen), IL10 (5ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/008/SRR6233788/SRR6233788.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/008/SRR6233788/SRR6233788.fastq.gz,,,0
196,SRR6233789,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342183,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 28,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643588,,SAMN07829546,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,30112441,1939914637,30112441,3041356541,Sample_r738s57_hs_fq_sr_Kube_BE_1.fq,SRR6233789.sralite,831390362,2020-06-24 00:31:11,453a7fa8fbfa9555000cb2dd155bdbaf,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233789/SRR6233789.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233789.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233789.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR6233789/SRR6233789.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (100ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/009/SRR6233789/SRR6233789.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/009/SRR6233789/SRR6233789.fastq.gz,,,0
197,SRR6233790,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342182,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 25,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643586,,SAMN07829543,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,25635880,1590702532,25635880,2589223880,Sample_r738s15_hs_fq_sr_Kube_O_1.fq,SRR6233790.sralite,708165836,2020-06-20 10:18:26,e7b5ad2160bfee8f1be1c8cb8b2c1b56,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233790/SRR6233790.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233790.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233790.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR6233790/SRR6233790.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.1muM, ODN2006, Invivogen), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/000/SRR6233790/SRR6233790.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/000/SRR6233790/SRR6233790.fastq.gz,,,0
198,SRR6233791,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342181,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 26,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643587,,SAMN07829544,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,24596614,1634666876,24596614,2484258014,Sample_r738s86_hs_fq_sr_Kube_CI_1.fq,SRR6233791.sralite,679595571,2020-06-20 10:21:27,20213d34bc941f5afc2c4293e98b6947,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233791/SRR6233791.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233791.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233791.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233791/SRR6233791.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.2 sCD40L (100ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26ng/ml, Jackson ImmunoResearch), rhIGF-1 (100ng/ml, Peprotech), IL10 (5ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/001/SRR6233791/SRR6233791.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/001/SRR6233791/SRR6233791.fastq.gz,,,1
199,SRR6660821,SRP131934,Crataegus pinnatifida Raw sequence reads,SRX3637921,RNA-Seq of Crataegus pinnatifida: mature leaves,RNA-Seq of Crataegus pinnatifida: mature leaves,510735,Crataegus pinnatifida,hawthorn RNA-Seq  paired Illumina HiSeq 4000 P3,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,PAIRED,SRS2904233,,SAMN08449694,PRJNA432462,Illumina HiSeq 4000,Illumina HiSeq 4000,ILLUMINA,26578141,3237214267,26578141,7973442300,P_leaf3_1.fq.gz,SRR6660821.sralite,2003286274,2020-06-21 08:58:55,90ce390f2e2dbafcd257288ebdd421c5,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR6660821/SRR6660821.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/660/SRR6660821.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/660/SRR6660821.sralite.1,worldwide,anonymous,gs://sra-pub-zq-107/SRR6660821/SRR6660821.zq.1,gs.us-east1,gcp identity,,,,,,,China: hawthorn,,,Plant,,,leaves,,kaiyuanruanzi,,,,,,,,,,,,,,mature leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR666/001/SRR6660821/SRR6660821_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR666/001/SRR6660821/SRR6660821_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR666/001/SRR6660821/SRR6660821_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR666/001/SRR6660821/SRR6660821_2.fastq.gz,1
200,SRR6846452,SRP135844,Virome communities in a full-scale wastewater reclamation plant,SRX3801858,Metagenomics sequencing of viruses in wastewater samples,Metagenomics sequencing of viruses in wastewater samples,527639,wastewater metagenome,"point C, Oct 2016",WGS,METAGENOMIC,RANDOM PCR,PAIRED,SRS3053797,,SAMN08721792,PRJNA438281,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,59056718,17668840988,59056718,29646472436,PST_S8_R1.fastq.gz,SRR6846452,17668843030,2018-03-16 04:41:24,5ed3252b7c56ab9e6b9d8bc988ba211f,1,SRA Normalized,Primary ETL,1,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6846452/SRR6846452,worldwide,anonymous,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6846452/SRR6846452,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/846/SRR6846452.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6846452/SRR6846452.zq.1,gs.us-east1,gcp identity,,,,not applicable,not applicable,2016-10-05,Singapore,,,Metagenome or environmental,1.32 N 103.87 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR684/002/SRR6846452/SRR6846452_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR684/002/SRR6846452/SRR6846452_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR684/002/SRR6846452/SRR6846452_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR684/002/SRR6846452/SRR6846452_2.fastq.gz,0
201,SRR6846476,SRP135844,Virome communities in a full-scale wastewater reclamation plant,SRX3801834,Metagenomics sequencing of viruses in wastewater samples,Metagenomics sequencing of viruses in wastewater samples,527639,wastewater metagenome,"point C, May 2017",WGS,METAGENOMIC,RANDOM PCR,PAIRED,SRS3053773,,SAMN08721808,PRJNA438281,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,16485448,5718510051,16485448,8275694896,PST_5_S3_R2_001.fastq.gz,SRR6846476.sralite,2105985103,2020-06-14 18:48:38,f9cfa7b8f8398b385b68d6f4766645ae,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6846476/SRR6846476.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/846/SRR6846476.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/846/SRR6846476.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6846476/SRR6846476.zq.1,gs.us-east1,gcp identity,,,,not applicable,not applicable,2017-05-03,Singapore,,,Metagenome or environmental,1.34 N 103.83 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR684/006/SRR6846476/SRR6846476_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR684/006/SRR6846476/SRR6846476_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR684/006/SRR6846476/SRR6846476_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR684/006/SRR6846476/SRR6846476_2.fastq.gz,0
202,SRR6973926,SRP139115,"Groundwater sediment microbial communities from an aquifer adjacent to Colorado River, USA - East River metaT ERMLT660_1_16_1Ra metatranscriptome",SRX3915681,East River metaT ERMLT660_1_16_1Ra,East River metaT ERMLT660_1_16_1Ra,556182,freshwater sediment metagenome,BTYSC,RNA-Seq,METATRANSCRIPTOMIC,other,PAIRED,SRS3151246,,SAMN08777035,PRJNA444740,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,33978231,4613205451,33978231,10261425762,JGI-SRA-93001,SRR6973926.sralite,2569953350,2020-06-22 00:35:37,169bee3665545c3df61e00eca58e33be,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-2/SRR6973926/SRR6973926.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/973/SRR6973926.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/973/SRR6973926.sralite.1,worldwide,anonymous,gs://sra-pub-zq-105/SRR6973926/SRR6973926.zq.1,gs.us-east1,gcp identity,,,,not applicable,"Riparian zone, East River, Colorado",2016-09-13,USA: Colorado,,,Metagenome or environmental,38.9228 N 106.9513 W,,,Environmental | Terrestrial | Soil | Floodplain | Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR697/006/SRR6973926/SRR6973926_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR697/006/SRR6973926/SRR6973926_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR697/006/SRR6973926/SRR6973926_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR697/006/SRR6973926/SRR6973926_2.fastq.gz,1
203,SRR7007216,SRP140431,"Metatranscriptome of groundwater sediment microbial communities from an aquifer in East River, Colorado, USA - PLM0_60",SRX3939789,PLM0_60,PLM0_60,556182,freshwater sediment metagenome,BUPSO,RNA-Seq,METATRANSCRIPTOMIC,other,PAIRED,SRS3170646,,SAMN08776922,PRJNA444181,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,121184135,18204747433,121184135,36597608770,JGI-SRA-90709,11566.2.212317.GCCAAT.fastq.gz,23590600282,2020-02-29 03:29:32,29be42dd96e3057534e235b1e99d0f70,1,fastq,Original,0,s3://sra-pub-src-6/SRR7007216/11566.2.212317.GCCAAT.fastq.gz,-,Use Cloud Data Delivery,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/007/SRR7007216.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/007/SRR7007216.sralite.1,worldwide,anonymous,gs://sra-pub-zq-106/SRR7007216/SRR7007216.zq.1,gs.us-east1,gcp identity,,,,not applicable,"Riparian zone, East River",2016-09-16,USA: Colorado,,,Metagenome or environmental,38.9195 N 106.9496 W,,,Environmental | Terrestrial | Soil | Riparian zone | Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR700/006/SRR7007216/SRR7007216_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR700/006/SRR7007216/SRR7007216_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR700/006/SRR7007216/SRR7007216_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR700/006/SRR7007216/SRR7007216_2.fastq.gz,1
204,SRR7227115,SRP149141,Metatranscriptomic profiling of the sub-Saharan Bemisia tabaci (Gennadius) (Hemipetera: Aleyrodidae) whitefly reveals arthropod infecting viruses,SRX4133594,Lib9_B.tabaci,Lib9_B.tabaci,7038,Bemisia tabaci,9_1,RNA-Seq,METATRANSCRIPTOMIC,RANDOM,PAIRED,SRS1859483,,SAMN06141133,PRJNA473497,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,4000000,622759467,4000000,1208000000,9_2.fastq,SRR7227115.sralite,311398019,2020-06-21 07:22:24,b09bcc792d1125588a237290f557f0f0,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-5/SRR7227115/SRR7227115.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/227/SRR7227115.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/227/SRR7227115.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR7227115/SRR7227115.zq.1,gs.us-east1,gcp identity,,,not applicable,cassava,,2013,Uganda,,,Invertebrate,,not applicable,full body,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/005/SRR7227115/SRR7227115_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/005/SRR7227115/SRR7227115_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR722/005/SRR7227115/SRR7227115_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR722/005/SRR7227115/SRR7227115_2.fastq.gz,0
205,SRR7227117,SRP149141,Metatranscriptomic profiling of the sub-Saharan Bemisia tabaci (Gennadius) (Hemipetera: Aleyrodidae) whitefly reveals arthropod infecting viruses,SRX4133592,Lib3_B.tabaci,Lib3_B.tabaci,7038,Bemisia tabaci,3_1,RNA-Seq,METATRANSCRIPTOMIC,RANDOM,PAIRED,SRS1859483,,SAMN06141133,PRJNA473497,Illumina HiSeq 2500,Illumina HiSeq 2500,ILLUMINA,4000000,643550587,4000000,1208000000,3_2.fastq,SRR7227117.sralite,311564750,2020-06-21 07:24:16,063f75bc03e3453de265df6b536c21a6,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR7227117/SRR7227117.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/227/SRR7227117.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/227/SRR7227117.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR7227117/SRR7227117.zq.1,gs.us-east1,gcp identity,,,not applicable,cassava,,2013,Uganda,,,Invertebrate,,not applicable,full body,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/007/SRR7227117/SRR7227117_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/007/SRR7227117/SRR7227117_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR722/007/SRR7227117/SRR7227117_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR722/007/SRR7227117/SRR7227117_2.fastq.gz,0
